,Tweets,len,ID,Date,Source,Likes,RT
160,RT @WhiteHouse: The number of tests completed per day has doubled over the past three weeks. https://t.co/sTQKAkWqXc,116,1259967565096521733,2020-05-11 22:04:11,Twitter for iPhone,0,5996
161,RT @WhiteHouse: The Trump Administration has marshaled every resource at its disposal to fight the Coronavirus. https://t.co/yXqiPbClSu,135,1259967560180740097,2020-05-11 22:04:10,Twitter for iPhone,0,5865
162,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks on testing https://t.co/m2HCbBcA5o,100,1259940503598125057,2020-05-11 20:16:39,Twitter for iPhone,0,8449
163,"Congressman Adrian Smith is a strong fighter for Nebraska. He fights for your Second Amendment, defends our Borders… https://t.co/iwN7ReAzJW",140,1259923890664615936,2020-05-11 19:10:38,Twitter for iPhone,43203,12086
164,"Congressman Jeff Fortenberry (@SupportFortNE) is a great advocate for Nebraska. He fights for Farmers, Small Busine… https://t.co/K5xw3yCKGs",140,1259923781826592768,2020-05-11 19:10:12,Twitter for iPhone,28572,8172
165,"Congressman @DonJBacon is doing a tremendous job for Nebraska! He served our Country as an Air Force General, and n… https://t.co/2uLNzBUW8b",140,1259923682887073792,2020-05-11 19:09:48,Twitter for iPhone,30972,8877
166,https://t.co/v4XFSs5NBg,23,1259900350338908164,2020-05-11 17:37:05,Twitter for iPhone,46461,12383
167,"THE ENEMY OF THE PEOPLE. Sadly, our Lamestream Media is TOTALLY CORRUPT! https://t.co/S4hRDIZIOQ",96,1259868955319173122,2020-05-11 15:32:20,Twitter for iPhone,97886,28046
168,"RT @Techno_Fog: Developing…

The INITIAL Flynn/Kislyak leak was not to David Ignatius – it 
was to WaPo reporter Adam Entous.

The leak cam…",140,1259867763595755522,2020-05-11 15:27:36,Twitter for iPhone,0,17176
169,"RT @LeeSmithDC: Did Obama spy chief lie about not briefing the Flynn-Kislyak calls to Obama? 

Me in @JustTheNews

https://t.co/bJYuAV12Sr",138,1259867623178764288,2020-05-11 15:27:03,Twitter for iPhone,0,10603
170,"Because it was OBAMAGATE, and he and Sleepy Joe led the charge. The most corrupt administration in U.S. history! https://t.co/PTzFvvITh3",136,1259867421676109824,2020-05-11 15:26:15,Twitter for iPhone,136972,46017
171,RT @MZHemingway: Chuck Todd Faceplants With Deceptive Video Of William Barr https://t.co/zocywCgdwz,99,1259866755192815616,2020-05-11 15:23:36,Twitter for iPhone,0,10896
172,"He should be FIRED by Concast. If done by a Republican, would be “prosecuted”. @AjitPaiFCC https://t.co/Lqi3oWEaiP",114,1259866337029038080,2020-05-11 15:21:56,Twitter for iPhone,49051,15096
173,RT @davidwebbshow: It's not even the pretense of news any more by @ChuckTodd #ChuckTodd and @NBCNews #MeetThePress. I'm not disappointed. T…,140,1259865497203617799,2020-05-11 15:18:36,Twitter for iPhone,0,9417
174,.@WashTimes  “FBI Went Rogue In Pursuit Of Trump”,49,1259852886068076545,2020-05-11 14:28:29,Twitter for iPhone,98550,26651
175,"The great people of Pennsylvania want their freedom now, and they are fully aware of what that entails. The Democra… https://t.co/yb09Y4DxxA",140,1259852364326014978,2020-05-11 14:26:25,Twitter for iPhone,135696,34882
176,OBAMAGATE makes Watergate look small time!,42,1259849944216846337,2020-05-11 14:16:48,Twitter for iPhone,315472,81195
177,"Coronavirus numbers are looking MUCH better, going down almost everywhere. Big progress being made!",99,1259844948960120833,2020-05-11 13:56:57,Twitter for iPhone,207780,34124
178,"Dems are trying to steal the Mike Garcia Congressional Race in California. Republicans, get out and VOTE for your terrific candidate, ASAP!",139,1259843806049992704,2020-05-11 13:52:24,Twitter for iPhone,103263,30153
179,"Great credit being given for our Coronavirus response, except in the Fake News. They are a disgrace to America!",111,1259842012632821767,2020-05-11 13:45:17,Twitter for iPhone,159978,30223
180,"@FCC  THIS IS A DISGRACE, EVEN WORSE THAN @NBC USUALLY IS, WHICH IS REALLY BAD. SLEEPY EYES MUST BE FIRED! https://t.co/NWy7WTxH8e",130,1259837779237842954,2020-05-11 13:28:27,Twitter for iPhone,4336,1941
181,"RT @RLM42753: @greg_price11 @chucktodd Todd completely lied about Barr's comments...""He didn't make the case that he was upholding the rule…",140,1259836453900693506,2020-05-11 13:23:11,Twitter for iPhone,0,8655
182,RT @HalFurman: @greg_price11 @chucktodd Sleazy hit job. @chucktodd,66,1259836348145569796,2020-05-11 13:22:46,Twitter for iPhone,0,4926
183,RT @DrJoeDobrowski: @greg_price11 @JohnParshon @chucktodd This is also unfair to @CBS_Herridge and an affront to @CBSNews and Catherine’s p…,140,1259836310208024576,2020-05-11 13:22:37,Twitter for iPhone,0,5552
184,"RT @greg_price11: Today on Meet The Press, @chucktodd wildly took context out of an answer AG Bill Barr gave about his decision to drop the…",140,1259836223822184448,2020-05-11 13:22:17,Twitter for iPhone,0,24642
185,"This is why it’s not really the Lamestream Media, it’s the Rigged Media....and it is what I’m up against. It was co… https://t.co/qufOsxOxpy",140,1259835082040377345,2020-05-11 13:17:44,Twitter for iPhone,103653,36433
186,RT @realDonaldTrump: Sleepy Eyes Chuck Todd should be FIRED by “Concast” (NBC) for this fraud. He knew exactly what he was doing. Public Ai…,140,1259831796130340864,2020-05-11 13:04:41,Twitter for iPhone,0,25438
187,"RT @realDonaldTrump: He got caught, OBAMAGATE!",46,1259831522783346693,2020-05-11 13:03:36,Twitter for iPhone,0,68549
188,OBAMAGATE! https://t.co/mSmWsbfOWf,34,1259831370429407232,2020-05-11 13:02:59,Twitter for iPhone,121400,35760
189,"RT @DailyCaller: China Asked The WHO To Help Cover Up Coronavirus, German Intelligence Concludes
https://t.co/ilUVxPqklx",120,1259678352912388096,2020-05-11 02:54:57,Twitter for iPhone,0,18410
190,"RT @DailyCaller: Trey Gowdy Identifies Reporters Who Allegedly Peddled Misleading Adam Schiff Leaks
https://t.co/2B87gX0rtO",123,1259677846655643648,2020-05-11 02:52:56,Twitter for iPhone,0,10543
191,RT @DailyCaller: Kudlow On Obama COVID-19 Criticism: ‘We’ve Created A Massive Health And Safety Infrastructure’ https://t.co/JrHrtMxA1M,135,1259675975509594112,2020-05-11 02:45:30,Twitter for iPhone,0,6563
192,RT @DailyCaller: Flynn’s Lawyer Says Obama Was Part Of Conspiracy To Entrap Former National Security Advisor https://t.co/j6plzMUFiq,132,1259675930278182914,2020-05-11 02:45:20,Twitter for iPhone,0,19313
193,"RT @TrumpVictoryWI: 🚨1 MILLION PHONE CALLS🚨

It’s official, Team Wisconsin has made over 1,000,000 phone calls into WI-07 to #GOTV for @Tom…",140,1259675717090054146,2020-05-11 02:44:29,Twitter for iPhone,0,5566
194,"RT @ErinMPerrine: Happy Mother’s Day and thank you to every mom out there for what you do!

@TeamTrump is launching a new coalition — #Moms…",140,1259675501305749507,2020-05-11 02:43:37,Twitter for iPhone,0,7290
195,RT @TeamTrump: Team Trump Online reached more than 1 MILLION unique views for the sixth week in a row and totaled 340 MILLION views across…,139,1259675372649660419,2020-05-11 02:43:07,Twitter for iPhone,0,8005
196,Sleepy Eyes Chuck Todd should be FIRED by “Concast” (NBC) for this fraud. He knew exactly what he was doing. Public… https://t.co/DSIA7n9zxq,140,1259675040314003459,2020-05-11 02:41:47,Twitter for iPhone,80240,25438
197,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",140,1259672385286012928,2020-05-11 02:31:14,Twitter for iPhone,0,12054
